"","nc","delta1","delta2","pow2","pow1","ess"
"82",5,0.14,0.08,0.802345,0.16,102.213608513578
"83",5,0.14,0.1,0.72861,0.03,101.209544882073
"84",5,0.14,0.12,0.694726,0.02,100.930101738698
"85",5,0.14,0.14,0.735209,0.08,100.06328823104
"86",5,0.14,0.16,0.813367,0.16,98.5684427635555
"87",5,0.14,0.18,0.892916,0.4,96.9521706410472
"88",5,0.14,0.2,0.941876,0.66,94.7383995142579
"89",5,0.16,0,0.997637,1,102.254045422854
"90",5,0.16,0.02,0.99238,0.98,102.256834582783
"91",5,0.16,0.04,0.978323,0.83,102.462036632523
"92",5,0.16,0.06,0.94675,0.68,102.363788921963
"93",5,0.16,0.08,0.885782,0.43,102.213608513578
"94",5,0.16,0.1,0.805632,0.18,101.209544882073
"95",5,0.16,0.12,0.731457,0.03,100.930101738698
"96",5,0.16,0.14,0.695234,0.02,100.06328823104
"97",5,0.16,0.16,0.73082,0.07,98.5684427635555
"98",5,0.16,0.18,0.806259,0.16,96.9521706410472
"99",5,0.16,0.2,0.885162,0.37,94.7383995142579
"100",5,0.18,0,0.999405,1,102.254045422854
"101",5,0.18,0.02,0.997812,1,102.256834582783
"102",5,0.18,0.04,0.992762,0.98,102.462036632523
"103",5,0.18,0.06,0.979388,0.85,102.363788921963
"104",5,0.18,0.08,0.948826,0.68,102.213608513578
"105",5,0.18,0.1,0.889277,0.44,101.209544882073
"106",5,0.18,0.12,0.810236,0.21,100.930101738698
"107",5,0.18,0.14,0.734998,0.03,100.06328823104
"108",5,0.18,0.16,0.694359,0.02,98.5684427635555
"109",5,0.18,0.18,0.726,0.06,96.9521706410472
"110",5,0.18,0.2,0.797732,0.13,94.7383995142579
"111",5,0.2,0,0.999833,1,102.254045422854
"112",5,0.2,0.02,0.999449,1,102.256834582783
"113",5,0.2,0.04,0.99794,1,102.462036632523
"114",5,0.2,0.06,0.993243,0.98,102.363788921963
"115",5,0.2,0.08,0.980319,0.85,102.213608513578
"116",5,0.2,0.1,0.950817,0.7,101.209544882073
"117",5,0.2,0.12,0.893542,0.46,100.930101738698
"118",5,0.2,0.14,0.814726,0.21,100.06328823104
"119",5,0.2,0.16,0.737944,0.05,98.5684427635555
"120",5,0.2,0.18,0.694472,0.02,96.9521706410472
"121",5,0.2,0.2,0.720665,0.05,94.7383995142579
"122",10,0,0,0.771398,0.14,106.8178132198
"123",10,0,0.02,0.84711,0.3,107.487589003929
"124",10,0,0.04,0.915475,0.56,106.849682261785
"125",10,0,0.06,0.959403,0.75,106.672620577634
"126",10,0,0.08,0.982438,0.88,106.167694342432
"127",10,0,0.1,0.99308,0.98,105.226711628004
"128",10,0,0.12,0.99741,1,104.096813868815
"129",10,0,0.14,0.999112,1,102.314258784193
"130",10,0,0.16,0.999688,1,99.8200927113325
"131",10,0,0.18,0.999882,1,96.3001654554429
"132",10,0,0.2,0.999943,1,92.2595252254287
"133",10,0.02,0,0.719383,0.02,106.8178132198
"134",10,0.02,0.02,0.764492,0.13,107.487589003929
"135",10,0.02,0.04,0.83918,0.27,106.849682261785
"136",10,0.02,0.06,0.909496,0.56,106.672620577634
"137",10,0.02,0.08,0.955527,0.72,106.167694342432
"138",10,0.02,0.1,0.980627,0.87,105.226711628004
"139",10,0.02,0.12,0.992055,0.98,104.096813868815
"140",10,0.02,0.14,0.996925,1,102.314258784193
"141",10,0.02,0.16,0.998873,1,99.8200927113325
"142",10,0.02,0.18,0.999587,1,96.3001654554429
"143",10,0.02,0.2,0.999799,1,92.2595252254287
"144",10,0.04,0,0.720978,0.02,106.8178132198
"145",10,0.04,0.02,0.715794,0.02,107.487589003929
"146",10,0.04,0.04,0.757747,0.1,106.849682261785
"147",10,0.04,0.06,0.831655,0.25,106.672620577634
"148",10,0.04,0.08,0.902329,0.53,106.167694342432
"149",10,0.04,0.1,0.951402,0.71,105.226711628004
"150",10,0.04,0.12,0.978065,0.86,104.096813868815
"151",10,0.04,0.14,0.99068,0.96,102.314258784193
"152",10,0.04,0.16,0.996198,1,99.8200927113325
"153",10,0.04,0.18,0.998479,1,96.3001654554429
"154",10,0.04,0.2,0.999319,1,92.2595252254287
"155",10,0.06,0,0.771571,0.11,106.8178132198
"156",10,0.06,0.02,0.724077,0.02,107.487589003929
"157",10,0.06,0.04,0.712854,0.01,106.849682261785
"158",10,0.06,0.06,0.75158,0.09,106.672620577634
"159",10,0.06,0.08,0.822732,0.24,106.167694342432
"160",10,0.06,0.1,0.894876,0.45,105.226711628004
"161",10,0.06,0.12,0.946431,0.67,104.096813868815
"162",10,0.06,0.14,0.974838,0.85,102.314258784193
"163",10,0.06,0.16,0.98895,0.92,99.8200927113325
"164",10,0.06,0.18,0.995186,0.99,96.3001654554429
"165",10,0.06,0.2,0.997736,1,92.2595252254287
"166",10,0.08,0,0.855058,0.32,106.8178132198
"167",10,0.08,0.02,0.778965,0.13,107.487589003929
"168",10,0.08,0.04,0.727523,0.03,106.849682261785
"169",10,0.08,0.06,0.709893,0.01,106.672620577634
"170",10,0.08,0.08,0.745752,0.09,106.167694342432
"171",10,0.08,0.1,0.814025,0.23,105.226711628004
"172",10,0.08,0.12,0.886194,0.4,104.096813868815
"173",10,0.08,0.14,0.940165,0.64,102.314258784193
"174",10,0.08,0.16,0.97109,0.8,99.8200927113325
"175",10,0.08,0.18,0.986412,0.92,96.3001654554429
"176",10,0.08,0.2,0.993376,0.98,92.2595252254287
"177",10,0.1,0,0.928584,0.59,106.8178132198
"178",10,0.1,0.02,0.863167,0.35,107.487589003929
"179",10,0.1,0.04,0.785839,0.14,106.849682261785
"180",10,0.1,0.06,0.729896,0.04,106.672620577634
"181",10,0.1,0.08,0.708433,0.01,106.167694342432
"182",10,0.1,0.1,0.739794,0.08,105.226711628004
"183",10,0.1,0.12,0.804228,0.23,104.096813868815
"184",10,0.1,0.14,0.876212,0.39,102.314258784193
"185",10,0.1,0.16,0.932571,0.6,99.8200927113325
"186",10,0.1,0.18,0.96555,0.79,96.3001654554429
"187",10,0.1,0.2,0.982195,0.9,92.2595252254287
"188",10,0.12,0,0.970906,0.77,106.8178132198
"189",10,0.12,0.02,0.934079,0.61,107.487589003929
"190",10,0.12,0.04,0.870275,0.38,106.849682261785
"191",10,0.12,0.06,0.792643,0.16,106.672620577634
"192",10,0.12,0.08,0.734,0.05,106.167694342432
"193",10,0.12,0.1,0.706756,0.01,105.226711628004
"194",10,0.12,0.12,0.734621,0.07,104.096813868815
"195",10,0.12,0.14,0.79319,0.18,102.314258784193
"196",10,0.12,0.16,0.864544,0.34,99.8200927113325
"197",10,0.12,0.18,0.922947,0.58,96.3001654554429
"198",10,0.12,0.2,0.95766,0.73,92.2595252254287
"199",10,0.14,0,0.989794,0.95,106.8178132198
"200",10,0.14,0.02,0.973281,0.81,107.487589003929
"201",10,0.14,0.04,0.938677,0.64,106.849682261785
"202",10,0.14,0.06,0.877997,0.41,106.672620577634
"203",10,0.14,0.08,0.800629,0.19,106.167694342432
"204",10,0.14,0.1,0.739241,0.06,105.226711628004
"205",10,0.14,0.12,0.706939,0.01,104.096813868815
"206",10,0.14,0.14,0.728707,0.05,102.314258784193
"207",10,0.14,0.16,0.780551,0.15,99.8200927113325
"208",10,0.14,0.18,0.85172,0.3,96.3001654554429
"209",10,0.14,0.2,0.909416,0.53,92.2595252254287
"210",10,0.16,0,0.996997,1,106.8178132198
"211",10,0.16,0.02,0.990813,0.96,107.487589003929
"212",10,0.16,0.04,0.975734,0.81,106.849682261785
"213",10,0.16,0.06,0.943436,0.66,106.672620577634
"214",10,0.16,0.08,0.88545,0.43,106.167694342432
"215",10,0.16,0.1,0.809281,0.21,105.226711628004
"216",10,0.16,0.12,0.745227,0.07,104.096813868815
"217",10,0.16,0.14,0.707383,0,102.314258784193
"218",10,0.16,0.16,0.721238,0.04,99.8200927113325
"219",10,0.16,0.18,0.767154,0.15,96.3001654554429
"220",10,0.16,0.2,0.835655,0.24,92.2595252254287
"221",10,0.18,0,0.999284,1,106.8178132198
"222",10,0.18,0.02,0.997324,1,107.487589003929
"223",10,0.18,0.04,0.991745,0.96,106.849682261785
"224",10,0.18,0.06,0.977886,0.83,106.672620577634
"225",10,0.18,0.08,0.947883,0.67,106.167694342432
"226",10,0.18,0.1,0.892447,0.45,105.226711628004
"227",10,0.18,0.12,0.818311,0.25,104.096813868815
"228",10,0.18,0.14,0.751705,0.07,102.314258784193
"229",10,0.18,0.16,0.709402,0,99.8200927113325
"230",10,0.18,0.18,0.71458,0.03,96.3001654554429
"231",10,0.18,0.2,0.751665,0.12,92.2595252254287
"232",10,0.2,0,0.999863,1,106.8178132198
"233",10,0.2,0.02,0.999381,1,107.487589003929
"234",10,0.2,0.04,0.997605,1,106.849682261785
"235",10,0.2,0.06,0.992645,0.97,106.672620577634
"236",10,0.2,0.08,0.979968,0.87,106.167694342432
"237",10,0.2,0.1,0.951734,0.68,105.226711628004
"238",10,0.2,0.12,0.899914,0.48,104.096813868815
"239",10,0.2,0.14,0.827623,0.28,102.314258784193
"240",10,0.2,0.16,0.759095,0.07,99.8200927113325
"241",10,0.2,0.18,0.715141,0.02,96.3001654554429
"242",10,0.2,0.2,0.708858,0.02,92.2595252254287
"243",15,0,0,0.772124,0.18,112.098507205657
"244",15,0,0.02,0.839414,0.35,112.050727295847
"245",15,0,0.04,0.90403,0.49,111.604098739919
"246",15,0,0.06,0.950799,0.68,110.509473194935
"247",15,0,0.08,0.97711,0.84,110.224259833656
"248",15,0,0.1,0.990019,0.93,108.577298666126
"249",15,0,0.12,0.995823,1,106.420615972317
"250",15,0,0.14,0.998218,1,103.57028199018
"251",15,0,0.16,0.999169,1,99.6970465553138
"252",15,0,0.18,0.999464,1,94.6282606193417
"253",15,0,0.2,0.999594,1,89.1935030980051
"254",15,0.02,0,0.735724,0.05,112.098507205657
"255",15,0.02,0.02,0.764463,0.16,112.050727295847
"256",15,0.02,0.04,0.828627,0.31,111.604098739919
"257",15,0.02,0.06,0.893724,0.48,110.509473194935
"258",15,0.02,0.08,0.944142,0.64,110.224259833656
"259",15,0.02,0.1,0.972902,0.82,108.577298666126
"260",15,0.02,0.12,0.987475,0.9,106.420615972317
"261",15,0.02,0.14,0.994323,0.97,103.57028199018
"262",15,0.02,0.16,0.997311,0.99,99.6970465553138
"263",15,0.02,0.18,0.998451,0.99,94.6282606193417
"264",15,0.02,0.2,0.998874,0.99,89.1935030980051
"265",15,0.04,0,0.746035,0.05,112.098507205657
"266",15,0.04,0.02,0.734052,0.04,112.050727295847
"267",15,0.04,0.04,0.757069,0.13,111.604098739919
"268",15,0.04,0.06,0.817299,0.27,110.509473194935
"269",15,0.04,0.08,0.88294,0.44,110.224259833656
"270",15,0.04,0.1,0.936005,0.6,108.577298666126
"271",15,0.04,0.12,0.967302,0.8,106.420615972317
"272",15,0.04,0.14,0.983892,0.9,103.57028199018
"273",15,0.04,0.16,0.992063,0.96,99.6970465553138
"274",15,0.04,0.18,0.995511,0.98,94.6282606193417
"275",15,0.04,0.2,0.997103,0.99,89.1935030980051
"276",15,0.06,0,0.787007,0.17,112.098507205657
"277",15,0.06,0.02,0.751254,0.06,112.050727295847
"278",15,0.06,0.04,0.733294,0.04,111.604098739919
"279",15,0.06,0.06,0.749524,0.1,110.509473194935
"280",15,0.06,0.08,0.806077,0.25,110.224259833656
"281",15,0.06,0.1,0.870357,0.41,108.577298666126
"282",15,0.06,0.12,0.925893,0.58,106.420615972317
"283",15,0.06,0.14,0.960166,0.77,103.57028199018
"284",15,0.06,0.16,0.978908,0.89,99.6970465553138
"285",15,0.06,0.18,0.988174,0.91,94.6282606193417
"286",15,0.06,0.2,0.992533,0.97,89.1935030980051
"287",15,0.08,0,0.862595,0.4,112.098507205657
"288",15,0.08,0.02,0.795327,0.21,112.050727295847
"289",15,0.08,0.04,0.755216,0.07,111.604098739919
"290",15,0.08,0.06,0.733608,0.04,110.509473194935
"291",15,0.08,0.08,0.743301,0.09,110.224259833656
"292",15,0.08,0.1,0.794164,0.23,108.577298666126
"293",15,0.08,0.12,0.857099,0.34,106.420615972317
"294",15,0.08,0.14,0.913339,0.53,103.57028199018
"295",15,0.08,0.16,0.950396,0.71,99.6970465553138
"296",15,0.08,0.18,0.971095,0.83,94.6282606193417
"297",15,0.08,0.2,0.981891,0.9,89.1935030980051
"298",15,0.1,0,0.92525,0.61,112.098507205657
"299",15,0.1,0.02,0.871516,0.42,112.050727295847
"300",15,0.1,0.04,0.804554,0.22,111.604098739919
"301",15,0.1,0.06,0.759695,0.07,110.509473194935
"302",15,0.1,0.08,0.733389,0.03,110.224259833656
"303",15,0.1,0.1,0.739545,0.07,108.577298666126
"304",15,0.1,0.12,0.781581,0.21,106.420615972317
"305",15,0.1,0.14,0.844402,0.33,103.57028199018
"306",15,0.1,0.16,0.896886,0.49,99.6970465553138
"307",15,0.1,0.18,0.936042,0.64,94.6282606193417
"308",15,0.1,0.2,0.959304,0.77,89.1935030980051
"309",15,0.12,0,0.965828,0.8,112.098507205657
"310",15,0.12,0.02,0.931945,0.64,112.050727295847
"311",15,0.12,0.04,0.880316,0.46,111.604098739919
"312",15,0.12,0.06,0.814093,0.24,110.509473194935
"313",15,0.12,0.08,0.764901,0.09,110.224259833656
"314",15,0.12,0.1,0.73479,0.03,108.577298666126
"315",15,0.12,0.12,0.735946,0.05,106.420615972317
"316",15,0.12,0.14,0.768571,0.17,103.57028199018
"317",15,0.12,0.16,0.828563,0.3,99.6970465553138
"318",15,0.12,0.18,0.877936,0.42,94.6282606193417
"319",15,0.12,0.2,0.918586,0.55,89.1935030980051
"320",15,0.14,0,0.986927,0.94,112.098507205657
"321",15,0.14,0.02,0.969647,0.81,112.050727295847
"322",15,0.14,0.04,0.9386,0.67,111.604098739919
"323",15,0.14,0.06,0.888556,0.49,110.509473194935
"324",15,0.14,0.08,0.825504,0.27,110.224259833656
"325",15,0.14,0.1,0.772297,0.11,108.577298666126
"326",15,0.14,0.12,0.738315,0.05,106.420615972317
"327",15,0.14,0.14,0.732962,0.05,103.57028199018
"328",15,0.14,0.16,0.756543,0.15,99.6970465553138
"329",15,0.14,0.18,0.808566,0.22,94.6282606193417
"330",15,0.14,0.2,0.858342,0.35,89.1935030980051
"331",15,0.16,0,0.995694,0.98,112.098507205657
"332",15,0.16,0.02,0.988575,0.94,112.050727295847
"333",15,0.16,0.04,0.97333,0.83,111.604098739919
"334",15,0.16,0.06,0.944291,0.68,110.509473194935
"335",15,0.16,0.08,0.8977,0.52,110.224259833656
"336",15,0.16,0.1,0.836479,0.34,108.577298666126
"337",15,0.16,0.12,0.779382,0.14,106.420615972317
"338",15,0.16,0.14,0.743772,0.04,103.57028199018
"339",15,0.16,0.16,0.730057,0.04,99.6970465553138
"340",15,0.16,0.18,0.743934,0.08,94.6282606193417
"341",15,0.16,0.2,0.782793,0.22,89.1935030980051
"342",15,0.18,0,0.998737,1,112.098507205657
"343",15,0.18,0.02,0.996288,0.98,112.050727295847
"344",15,0.18,0.04,0.990103,0.94,111.604098739919
"345",15,0.18,0.06,0.976348,0.87,110.509473194935
"346",15,0.18,0.08,0.949867,0.72,110.224259833656
"347",15,0.18,0.1,0.90597,0.54,108.577298666126
"348",15,0.18,0.12,0.849285,0.36,106.420615972317
"349",15,0.18,0.14,0.787347,0.18,103.57028199018
"350",15,0.18,0.16,0.752296,0.07,99.6970465553138
"351",15,0.18,0.18,0.727496,0.04,94.6282606193417
"352",15,0.18,0.2,0.7331,0.08,89.1935030980051
"353",15,0.2,0,0.999697,1,112.098507205657
"354",15,0.2,0.02,0.998958,1,112.050727295847
"355",15,0.2,0.04,0.996794,0.98,111.604098739919
"356",15,0.2,0.06,0.991445,0.96,110.509473194935
"357",15,0.2,0.08,0.97926,0.91,110.224259833656
"358",15,0.2,0.1,0.954948,0.75,108.577298666126
"359",15,0.2,0.12,0.914909,0.56,106.420615972317
"360",15,0.2,0.14,0.861883,0.4,103.57028199018
"361",15,0.2,0.16,0.80058,0.21,99.6970465553138
"362",15,0.2,0.18,0.763416,0.09,94.6282606193417
"363",15,0.2,0.2,0.732415,0.04,89.1935030980051
"364",20,0,0,0.774699,0.14,116.908616028937
"365",20,0,0.02,0.840312,0.33,116.700048587758
"366",20,0,0.04,0.898787,0.48,116.075144494254
"367",20,0,0.06,0.940795,0.66,115.560071117624
"368",20,0,0.08,0.969422,0.81,114.113607135916
"369",20,0,0.1,0.984881,0.91,111.310453159267
"370",20,0,0.12,0.992729,0.97,108.355324749273
"371",20,0,0.14,0.996392,0.99,103.994536531252
"372",20,0,0.16,0.998059,1,98.986849167983
"373",20,0,0.18,0.998735,1,93.0609321081472
"374",20,0,0.2,0.998993,1,85.9445058615713
"375",20,0.02,0,0.731118,0.05,116.908616028937
"376",20,0.02,0.02,0.763819,0.11,116.700048587758
"377",20,0.02,0.04,0.826679,0.31,116.075144494254
"378",20,0.02,0.06,0.886285,0.43,115.560071117624
"379",20,0.02,0.08,0.931608,0.64,114.113607135916
"380",20,0.02,0.1,0.96258,0.78,111.310453159267
"381",20,0.02,0.12,0.980387,0.87,108.355324749273
"382",20,0.02,0.14,0.989669,0.95,103.994536531252
"383",20,0.02,0.16,0.994294,0.98,98.986849167983
"384",20,0.02,0.18,0.996258,0.98,93.0609321081472
"385",20,0.02,0.2,0.997121,0.99,85.9445058615713
"386",20,0.04,0,0.734118,0.06,116.908616028937
"387",20,0.04,0.02,0.728428,0.06,116.700048587758
"388",20,0.04,0.04,0.752533,0.09,116.075144494254
"389",20,0.04,0.06,0.81149,0.24,115.560071117624
"390",20,0.04,0.08,0.872116,0.39,114.113607135916
"391",20,0.04,0.1,0.919999,0.6,111.310453159267
"392",20,0.04,0.12,0.953524,0.75,108.355324749273
"393",20,0.04,0.14,0.973677,0.85,103.994536531252
"394",20,0.04,0.16,0.984536,0.89,98.986849167983
"395",20,0.04,0.18,0.990011,0.94,93.0609321081472
"396",20,0.04,0.2,0.99264,0.97,85.9445058615713
"397",20,0.06,0,0.787132,0.13,116.908616028937
"398",20,0.06,0.02,0.738054,0.06,116.700048587758
"399",20,0.06,0.04,0.726083,0.05,116.075144494254
"400",20,0.06,0.06,0.743394,0.09,115.560071117624
"401",20,0.06,0.08,0.796131,0.21,114.113607135916
"402",20,0.06,0.1,0.854973,0.37,111.310453159267
"403",20,0.06,0.12,0.905959,0.53,108.355324749273
"404",20,0.06,0.14,0.940676,0.68,103.994536531252
"405",20,0.06,0.16,0.963192,0.79,98.986849167983
"406",20,0.06,0.18,0.975676,0.85,93.0609321081472
"407",20,0.06,0.2,0.98216,0.89,85.9445058615713
"408",20,0.08,0,0.865248,0.37,116.908616028937
"409",20,0.08,0.02,0.801337,0.16,116.700048587758
"410",20,0.08,0.04,0.743376,0.08,116.075144494254
"411",20,0.08,0.06,0.72669,0.04,115.560071117624
"412",20,0.08,0.08,0.736041,0.07,114.113607135916
"413",20,0.08,0.1,0.78119,0.14,111.310453159267
"414",20,0.08,0.12,0.837639,0.33,108.355324749273
"415",20,0.08,0.14,0.88724,0.49,103.994536531252
"416",20,0.08,0.16,0.923312,0.6,98.986849167983
"417",20,0.08,0.18,0.946766,0.73,93.0609321081472
"418",20,0.08,0.2,0.96087,0.79,85.9445058615713
"419",20,0.1,0,0.928774,0.59,116.908616028937
"420",20,0.1,0.02,0.876784,0.44,116.700048587758
"421",20,0.1,0.04,0.814612,0.21,116.075144494254
"422",20,0.1,0.06,0.751878,0.08,115.560071117624
"423",20,0.1,0.08,0.727679,0.04,114.113607135916
"424",20,0.1,0.1,0.733414,0.06,111.310453159267
"425",20,0.1,0.12,0.765883,0.1,108.355324749273
"426",20,0.1,0.14,0.819222,0.28,103.994536531252
"427",20,0.1,0.16,0.863217,0.39,98.986849167983
"428",20,0.1,0.18,0.898878,0.51,93.0609321081472
"429",20,0.1,0.2,0.923325,0.64,85.9445058615713
"430",20,0.12,0,0.967895,0.83,116.908616028937
"431",20,0.12,0.02,0.936737,0.64,116.700048587758
"432",20,0.12,0.04,0.887741,0.46,116.075144494254
"433",20,0.12,0.06,0.828452,0.25,115.560071117624
"434",20,0.12,0.08,0.763154,0.12,114.113607135916
"435",20,0.12,0.1,0.73054,0.04,111.310453159267
"436",20,0.12,0.12,0.730226,0.04,108.355324749273
"437",20,0.12,0.14,0.754282,0.09,103.994536531252
"438",20,0.12,0.16,0.797449,0.19,98.986849167983
"439",20,0.12,0.18,0.839283,0.33,93.0609321081472
"440",20,0.12,0.2,0.868978,0.45,85.9445058615713
"441",20,0.14,0,0.98757,0.92,116.908616028937
"442",20,0.14,0.02,0.97228,0.85,116.700048587758
"443",20,0.14,0.04,0.944131,0.7,116.075144494254
"444",20,0.14,0.06,0.899135,0.48,115.560071117624
"445",20,0.14,0.08,0.843009,0.31,114.113607135916
"446",20,0.14,0.1,0.777174,0.13,111.310453159267
"447",20,0.14,0.12,0.734329,0.06,108.355324749273
"448",20,0.14,0.14,0.726068,0.04,103.994536531252
"449",20,0.14,0.16,0.741169,0.09,98.986849167983
"450",20,0.14,0.18,0.77659,0.12,93.0609321081472
